  -1.9504330660976004E-004  -3.9524599794279911E-007  -3.3914183415168080E-006  -3.0538320260497528E-006  -2.0036653442130134E-007  -1.8800511217569209E-004
  -1.9504263070733557E-004  -3.9505592320956408E-007  -3.3914416482715852E-006  -3.0538345855623967E-006  -2.0036160075633272E-007  -1.8800460538762189E-004
  -1.9504195531490267E-004  -3.9486638840835306E-007  -3.3914649646723214E-006  -3.0538371159957045E-006  -2.0035666890263890E-007  -1.8800409858693440E-004
  -1.9504128043193605E-004  -3.9467739304415970E-007  -3.3914882906876325E-006  -3.0538396173481969E-006  -2.0035173886046196E-007  -1.8800359177363184E-004
  -1.9504060605790859E-004  -3.9448893662005759E-007  -3.3915116262861202E-006  -3.0538420896184115E-006  -2.0034681063004382E-007  -1.8800308494771657E-004
  -1.9503993219229123E-004  -3.9430101863724323E-007  -3.3915349714363714E-006  -3.0538445328049050E-006  -2.0034188421162600E-007  -1.8800257810919072E-004
  -1.9503925883455309E-004  -3.9411363859507674E-007  -3.3915583261069554E-006  -3.0538469469062525E-006  -2.0033695960544995E-007  -1.8800207125805669E-004
  -1.9503858598416164E-004  -3.9392679599112336E-007  -3.3915816902664288E-006  -3.0538493319210456E-006  -2.0033203681175683E-007  -1.8800156439431671E-004
  -1.9503791364058231E-004  -3.9374049032119384E-007  -3.3916050638833310E-006  -3.0538516878478964E-006  -2.0032711583078755E-007  -1.8800105751797306E-004
  -1.9503724180327923E-004  -3.9355472107938530E-007  -3.3916284469261894E-006  -3.0538540146854351E-006  -2.0032219666278293E-007  -1.8800055062902812E-004
  -1.9503657047171435E-004  -3.9336948775812061E-007  -3.3916518393635118E-006  -3.0538563124323083E-006  -2.0031727930798350E-007  -1.8800004372748397E-004
  -1.9503589964534840E-004  -3.9318478984818839E-007  -3.3916752411637958E-006  -3.0538585810871827E-006  -2.0031236376662942E-007  -1.8799953681334302E-004
  -1.9503522932364035E-004  -3.9300062683878166E-007  -3.3916986522955199E-006  -3.0538608206487424E-006  -2.0030745003896091E-007  -1.8799902988660751E-004
  -1.9503455950604768E-004  -3.9281699821753755E-007  -3.3917220727271499E-006  -3.0538630311156911E-006  -2.0030253812521779E-007  -1.8799852294727984E-004
  -1.9503389019202619E-004  -3.9263390347057441E-007  -3.3917455024271373E-006  -3.0538652124867501E-006  -2.0029762802563973E-007  -1.8799801599536208E-004
  -1.9503322138103042E-004  -3.9245134208253129E-007  -3.3917689413639160E-006  -3.0538673647606575E-006  -2.0029271974046611E-007  -1.8799750903085666E-004
  -1.9503255307251339E-004  -3.9226931353660453E-007  -3.3917923895059079E-006  -3.0538694879361718E-006  -2.0028781326993618E-007  -1.8799700205376579E-004
  -1.9503188526592664E-004  -3.9208781731458558E-007  -3.3918158468215177E-006  -3.0538715820120682E-006  -2.0028290861428889E-007  -1.8799649506409175E-004
  -1.9503121796072049E-004  -3.9190685289689765E-007  -3.3918393132791381E-006  -3.0538736469871432E-006  -2.0027800577376304E-007  -1.8799598806183688E-004
  -1.9503055115634383E-004  -3.9172641976263300E-007  -3.3918627888471424E-006  -3.0538756828602070E-006  -2.0027310474859715E-007  -1.8799548104700349E-004
  -1.9502988485224420E-004  -3.9154651738958772E-007  -3.3918862734938958E-006  -3.0538776896300925E-006  -2.0026820553902959E-007  -1.8799497401959369E-004
  -1.9502921904786811E-004  -3.9136714525429952E-007  -3.3919097671877432E-006  -3.0538796672956485E-006  -2.0026330814529847E-007  -1.8799446697960996E-004
  -1.9502855374266059E-004  -3.9118830283208152E-007  -3.3919332698970184E-006  -3.0538816158557417E-006  -2.0025841256764173E-007  -1.8799395992705444E-004
  -1.9502788893606561E-004  -3.9100998959705872E-007  -3.3919567815900382E-006  -3.0538835353092591E-006  -2.0025351880629703E-007  -1.8799345286192945E-004
  -1.9502722462752607E-004  -3.9083220502220197E-007  -3.3919803022351065E-006  -3.0538854256551047E-006  -2.0024862686150175E-007  -1.8799294578423733E-004
  -1.9502656081648353E-004  -3.9065494857936278E-007  -3.3920038318005125E-006  -3.0538872868922009E-006  -2.0024373673349331E-007  -1.8799243869398028E-004
  -1.9502589750237863E-004  -3.9047821973930744E-007  -3.3920273702545299E-006  -3.0538891190194891E-006  -2.0023884842250864E-007  -1.8799193159116056E-004
  -1.9502523468465101E-004  -3.9030201797175088E-007  -3.3920509175654206E-006  -3.0538909220359282E-006  -2.0023396192878461E-007  -1.8799142447578057E-004
  -1.9502457236273918E-004  -3.9012634274538987E-007  -3.3920744737014286E-006  -3.0538926959404958E-006  -2.0022907725255778E-007  -1.8799091734784254E-004
  -1.9502391053608068E-004  -3.8995119352793690E-007  -3.3920980386307854E-006  -3.0538944407321887E-006  -2.0022419439406447E-007  -1.8799041020734869E-004
  -1.9502324920411219E-004  -3.8977656978615191E-007  -3.3921216123217092E-006  -3.0538961564100191E-006  -2.0021931335354104E-007  -1.8798990305430137E-004
  -1.9502258836626932E-004  -3.8960247098587553E-007  -3.3921451947424027E-006  -3.0538978429730212E-006  -2.0021443413122328E-007  -1.8798939588870285E-004
  -1.9502192802198698E-004  -3.8942889659206097E-007  -3.3921687858610539E-006  -3.0538995004202452E-006  -2.0020955672734703E-007  -1.8798888871055541E-004
  -1.9502126817069908E-004  -3.8925584606880623E-007  -3.3921923856458382E-006  -3.0539011287507608E-006  -2.0020468114214779E-007  -1.8798838151986132E-004
  -1.9502060881183882E-004  -3.8908331887938474E-007  -3.3922159940649159E-006  -3.0539027279636549E-006  -2.0019980737586081E-007  -1.8798787431662293E-004
  -1.9501994994483850E-004  -3.8891131448627749E-007  -3.3922396110864322E-006  -3.0539042980580355E-006  -2.0019493542872131E-007  -1.8798736710084246E-004
  -1.9501929156912973E-004  -3.8873983235120384E-007  -3.3922632366785218E-006  -3.0539058390330222E-006  -2.0019006530096398E-007  -1.8798685987252213E-004
  -1.9501863368414342E-004  -3.8856887193515108E-007  -3.3922868708093011E-006  -3.0539073508877628E-006  -2.0018519699282371E-007  -1.8798635263166433E-004
  -1.9501797628930970E-004  -3.8839843269840602E-007  -3.3923105134468777E-006  -3.0539088336214146E-006  -2.0018033050453482E-007  -1.8798584537827129E-004
  -1.9501731938405812E-004  -3.8822851410058430E-007  -3.3923341645593369E-006  -3.0539102872331579E-006  -2.0017546583633158E-007  -1.8798533811234538E-004
  -1.9501666296781756E-004  -3.8805911560065993E-007  -3.3923578241147601E-006  -3.0539117117221912E-006  -2.0017060298844794E-007  -1.8798483083388873E-004
  -1.9501600704001620E-004  -3.8789023665699504E-007  -3.3923814920812090E-006  -3.0539131070877288E-006  -2.0016574196111781E-007  -1.8798432354290374E-004
  -1.9501535160008180E-004  -3.8772187672736859E-007  -3.3924051684267323E-006  -3.0539144733290054E-006  -2.0016088275457481E-007  -1.8798381623939269E-004
  -1.9501469664744150E-004  -3.8755403526900562E-007  -3.3924288531193650E-006  -3.0539158104452734E-006  -2.0015602536905220E-007  -1.8798330892335781E-004
  -1.9501404218152184E-004  -3.8738671173860506E-007  -3.3924525461271292E-006  -3.0539171184358041E-006  -2.0015116980478319E-007  -1.8798280159480142E-004
  -1.9501338820174897E-004  -3.8721990559236854E-007  -3.3924762474180324E-006  -3.0539183972998863E-006  -2.0014631606200083E-007  -1.8798229425372580E-004
  -1.9501273470754862E-004  -3.8705361628602799E-007  -3.3924999569600699E-006  -3.0539196470368272E-006  -2.0014146414093771E-007  -1.8798178690013329E-004
  -1.9501208169834589E-004  -3.8688784327487315E-007  -3.3925236747212230E-006  -3.0539208676459533E-006  -2.0013661404182648E-007  -1.8798127953402604E-004
  -1.9501142917356567E-004  -3.8672258601377945E-007  -3.3925474006694585E-006  -3.0539220591266087E-006  -2.0013176576489939E-007  -1.8798077215540643E-004
  -1.9501077713263235E-004  -3.8655784395723421E-007  -3.3925711347727287E-006  -3.0539232214781560E-006  -2.0012691931038866E-007  -1.8798026476427677E-004
  -1.9501012557496998E-004  -3.8639361655936425E-007  -3.3925948769989771E-006  -3.0539243546999750E-006  -2.0012207467852596E-007  -1.8797975736063925E-004
  -1.9500947450000231E-004  -3.8622990327396175E-007  -3.3926186273161269E-006  -3.0539254587914650E-006  -2.0011723186954317E-007  -1.8797924994449626E-004
  -1.9500882390715280E-004  -3.8606670355451109E-007  -3.3926423856920952E-006  -3.0539265337520455E-006  -2.0011239088367165E-007  -1.8797874251585004E-004
  -1.9500817379584451E-004  -3.8590401685421435E-007  -3.3926661520947806E-006  -3.0539275795811500E-006  -2.0010755172114272E-007  -1.8797823507470286E-004
  -1.9500752416550044E-004  -3.8574184262601698E-007  -3.3926899264920701E-006  -3.0539285962782339E-006  -2.0010271438218735E-007  -1.8797772762105703E-004
  -1.9500687501554324E-004  -3.8558018032263353E-007  -3.3927137088518372E-006  -3.0539295838427694E-006  -2.0009787886703645E-007  -1.8797722015491481E-004
  -1.9500622634539540E-004  -3.8541902939657277E-007  -3.3927374991419436E-006  -3.0539305422742470E-006  -2.0009304517592059E-007  -1.8797671267627850E-004
