           2  -3.4654041828229963E-006   1.2495712344783992E-006  -3.9224605208257086E-009  -1.1576237749280605E-009   2.8755210555086071E-008  -2.4286384981191796E-010
           3  -6.9281986161901751E-006   2.4979361279779496E-006  -7.7990908882544159E-009  -2.2610502546424261E-009   5.7528485207545958E-008  -4.7848923285503575E-010
           4  -1.0388385993189840E-005   3.7450899522902984E-006  -1.1629834281095107E-008  -3.3102945403643682E-009   8.6319786671707979E-008  -7.0687747810122023E-010
           5  -1.3845969016499181E-005   4.9910280762072570E-006  -1.5414633628941016E-008  -4.3053722978467950E-009   1.1512907691369299E-007  -9.2802843788693055E-010
           6  -1.7300950398662222E-005   6.2357459684528011E-006  -1.9153431238346010E-008  -5.2462979226464335E-009   1.4395631627850571E-007  -1.1419446224923601E-009
           7  -2.0753332861533929E-005   7.4792391947510692E-006  -2.2846172032629317E-008  -6.1330876450478269E-009   1.7280146698166943E-007  -1.3486248506091827E-009
           8  -2.4203119135446414E-005   8.7215034179485340E-006  -2.6492798692168427E-008  -6.9657569896709738E-009   2.0166449049050005E-007  -1.5480707465363467E-009
           9  -2.7650311961154488E-005   9.9625343945933423E-006  -3.0093255891066831E-008  -7.7443219045346022E-009   2.3054534777350852E-007  -1.7402833439186374E-009
          10  -3.1094914086083489E-005   1.1202327977989470E-005  -3.3647486309702006E-008  -8.4687969263283460E-009   2.5944400129562059E-007  -1.9252617567748104E-009
          11  -3.4536928268915290E-005   1.2440880113554404E-005  -3.7155434996001065E-008  -9.1391987087354777E-009   2.8836041252415223E-007  -2.1030092337027630E-009
          12  -3.7976357274446414E-005   1.3678186841140301E-005  -4.0617045627204495E-008  -9.7555429175089036E-009   3.1729454242761433E-007  -2.2735248887212498E-009
          13  -4.1413203876784322E-005   1.4914244290269494E-005  -4.4032263251239410E-008  -1.0317845218401535E-008   3.4624635372033516E-007  -2.4368099031385978E-009
          14  -4.4847470857401876E-005   1.6149048684165993E-005  -4.7401032791425048E-008  -1.0826120994900457E-008   3.7521580712142316E-007  -2.5928636863006433E-009
          15  -4.8279161006249060E-005   1.7382596333036320E-005  -5.0723298174217643E-008  -1.1280385771625673E-008   4.0420286522050538E-007  -2.7416893391417429E-009
          16  -5.1708277120224317E-005   1.8614883639933507E-005  -5.3999005195191547E-008  -1.1680656625659179E-008   4.3320748936019657E-007  -2.8832859756806520E-009
          17  -5.5134822003591501E-005   1.9845907093793607E-005  -5.7228098777666011E-008  -1.2026949081620976E-008   4.6222964150661745E-007  -3.0176549248892373E-009
          18  -5.8558798468396718E-005   2.1075663272489843E-005  -6.0410524592607521E-008  -1.2319279369795605E-008   4.9126928362588897E-007  -3.1447969250852029E-009
          19  -6.1980209332939722E-005   2.2304148839045467E-005  -6.3546228186374670E-008  -1.2557662450271432E-008   5.2032637681122313E-007  -3.2647121239320894E-009
          20  -6.5399057422607700E-005   2.3531360545298744E-005  -6.6635156476012715E-008  -1.2742115541263365E-008   5.4940088327814350E-007  -3.3774008167569783E-009
          21  -6.8815345570153206E-005   2.4757295223839960E-005  -6.9677253512585760E-008  -1.2872654167391400E-008   5.7849276549157574E-007  -3.4828656615036039E-009
          22  -7.2229076613331729E-005   2.5981949795585759E-005  -7.2672467085394160E-008  -1.2949294841205902E-008   6.0760198479413459E-007  -3.5811050338730175E-009
          23  -7.5640253397403051E-005   2.7205321261960473E-005  -7.5620742616188666E-008  -1.2972053934124323E-008   6.3672850365074580E-007  -3.6721212964818713E-009
          24  -7.9048878773324744E-005   2.8427406709294119E-005  -7.8522027769661754E-008  -1.2940947394165390E-008   6.6587228402753026E-007  -3.7559148923207877E-009
          25  -8.2454955597335223E-005   2.9648203303813581E-005  -8.1376268715211413E-008  -1.2855991875012374E-008   6.9503328676829769E-007  -3.8324855260626861E-009
          26  -8.5858486732482352E-005   3.0867708293597270E-005  -8.4183411996059251E-008  -1.2717203183551093E-008   7.2421147583438876E-007  -3.9018348220065134E-009
          27  -8.9259475046816941E-005   3.2085919006742622E-005  -8.6943405775329265E-008  -1.2524598255730636E-008   7.5340681219431433E-007  -3.9639642567876780E-009
          28  -9.2657923413253730E-005   3.3302832850510929E-005  -8.9656196347027309E-008  -1.2278193462968455E-008   7.8261925831300039E-007  -4.0188723537707724E-009
          29  -9.6053834710683111E-005   3.4518447310350039E-005  -9.2321731998885257E-008  -1.1978005176682007E-008   8.1184877578246385E-007  -4.0665613279089085E-009
          30  -9.9447211822720454E-005   3.5732759951848964E-005  -9.4939960769419201E-008  -1.1624049344890014E-008   8.4109532681822829E-007  -4.1070316221927084E-009
          31  -1.0283805763784508E-004   3.6945768414751784E-005  -9.7510829824890137E-008  -1.1216344456003570E-008   8.7035887475812801E-007  -4.1402838272763341E-009
          32  -1.0622637504940021E-004   3.8157470416500418E-005  -1.0003428757763781E-007  -1.0754905328978124E-008   8.9963938044597285E-007  -4.1663185338139503E-009
          33  -1.0961216695489814E-004   3.9367863749424853E-005  -1.0251028256460984E-007  -1.0239749464294405E-008   9.2893680721959733E-007  -4.1851364801232606E-009
          34  -1.1299543625671513E-004   4.0576946282331247E-005  -1.0493876294893017E-007  -9.6708935156356857E-009   9.5825111729452481E-007  -4.1967384045219677E-009
          35  -1.1637618586070166E-004   4.1784715955493152E-005  -1.0731967776597796E-007  -9.0483544189510518E-009   9.8758227163926597E-007  -4.2011244546736133E-009
          36  -1.1975441867757214E-004   4.2991170783583492E-005  -1.0965297654956381E-007  -8.3721471343288683E-009   1.0169302347139668E-006  -4.1982959595500647E-009
          37  -1.2313013762165417E-004   4.4196308856407560E-005  -1.1193860683977231E-007  -7.6422926905725884E-009   1.0462949666142293E-006  -4.1882538051325654E-009
          38  -1.2650334561061061E-004   4.5400128330595695E-005  -1.1417651941649284E-007  -6.8588036485111211E-009   1.0756764322990043E-006  -4.1709981390846570E-009
          39  -1.2987404556613448E-004   4.6602627437544105E-005  -1.1636666219363365E-007  -6.0216997667517354E-009   1.1050745923626988E-006  -4.1465301427146661E-009
          40  -1.3324224041297612E-004   4.7803804478528230E-005  -1.1850898757098646E-007  -5.1309967110473407E-009   1.1344894103925502E-006  -4.1148490777048883E-009
          41  -1.3660793307936002E-004   4.9003657823725367E-005  -1.2060344259020438E-007  -4.1867115584799359E-009   1.1639208476064715E-006  -4.0759580449896796E-009
          42  -1.3997112649712397E-004   5.0202185912825545E-005  -1.2264997828039255E-007  -3.1888622329289736E-009   1.1933688679658038E-006  -4.0298557155971727E-009
          43  -1.4333182360019029E-004   5.1399387253321167E-005  -1.2464854529683241E-007  -2.1374653880777261E-009   1.2228334341848750E-006  -3.9765432708356951E-009
          44  -1.4669002732539961E-004   5.2595260421484352E-005  -1.2659909417019762E-007  -1.0325386655398284E-009   1.2523145074815989E-006  -3.9160217443500309E-009
          45  -1.5004574061334476E-004   5.3789804059190604E-005  -1.2850157518194600E-007   1.2590156326726632E-010   1.2818120514432120E-006  -3.8482912838037227E-009
          46  -1.5339896640586932E-004   5.4983016875384816E-005  -1.3035593998422208E-007   1.3378372333311956E-009   1.3113260294075494E-006  -3.7733527751780131E-009
