   2.5334035837180258E-010   7.5245623062308245E-007   2.9053675802752398E-006   1.9821848198883283E-006   9.7039714615308975E-008   9.6051405530665152E-005
   1.0151486829126147E-009   5.8711045448963743E-007   2.4113043911439961E-006   2.2925504918529134E-006   1.0048619290487156E-007   9.5869003984738740E-005
   2.0311377901498996E-009   5.5308677605592973E-007   1.4153253940221768E-006   2.1512659138097461E-006   1.0441495040169777E-007   9.5679069949121409E-005
   3.2624391532173615E-009   5.3861000842564465E-007   9.0637146719852860E-007   1.7298351808585586E-006   1.0858587255886603E-007   9.5482055828648594E-005
   4.7637459094563740E-009   5.3059197384421863E-007   6.5958172689839713E-007   1.3439262484360363E-006   1.1267406772607542E-007   9.5278426308091535E-005
   6.5694519817545539E-009   5.2549367424896417E-007   5.5946209328630945E-007   1.0701833950056886E-006   1.1628310920017903E-007   9.5068655067174622E-005
   8.6872629813306673E-009   5.2196323214784967E-007   5.6667129836359924E-007   8.9405292172828004E-007   1.1899237159209860E-007   9.4853223387540895E-005
   1.1112857427126770E-008   5.1937238330117414E-007   6.8383016067998985E-007   7.9332192832275345E-007   1.2043895799377761E-007   9.4632618855550164E-005
   1.3839793065778433E-008   5.1738930819668505E-007   9.5779603419246831E-007   7.5383155246921675E-007   1.2041166766328081E-007   9.4407333948592486E-005
   1.6879910519451452E-008   5.1582214703968093E-007   1.5197704545290354E-006   7.7000568384278000E-007   1.1891482371585236E-007   9.4177864545963455E-005
   2.0385902508270680E-008   5.1455220008739628E-007   2.5840837981789546E-006   8.4411343993540881E-007   1.1616686019984491E-007   9.3944708448918935E-005
   2.4837020458870050E-008   5.1350206654882570E-007   2.7136716657052218E-006   9.8660313135901919E-007   1.1253452139010868E-007   9.3708364789902459E-005
