                 Jan     53.91
                 Feb     56.99
                 Mar     76.17
                 Abr     67.97
                 May     77.00
                 Jun     90.62
                 Jul    104.73
                 Ago     95.69
                 Sep     72.34
                 Oct     78.60
                 Nov     67.46
                 Dec     61.87
